AGE,AGE2,BLACK,EXP,EXP2,LWAGE,NEARC,SCHOOLING,SMSA,SOUTH,FATHEDUC,MOTHEDUC
26,676,0,2,4,5.442418,1,18,1,1,18.0,12.0
32,1024,0,14,196,6.687109,1,12,0,1,10.0,9.0
27,729,0,8,64,6.278522,1,13,1,0,12.0,12.0
25,625,1,4,16,6.652863,1,15,1,0,12.0,14.0
24,576,1,4,16,6.165418,1,14,1,0,12.0,14.0
33,1089,0,11,121,6.76273,1,16,1,0,16.0,
28,784,0,6,36,6.921658,1,16,0,0,10.0,12.0
32,1024,0,8,64,6.463029,1,18,1,0,16.0,16.0
24,576,0,2,4,5.808143,1,16,1,0,10.0,10.0
34,1156,1,17,289,6.320768,1,11,1,0,8.0,9.0
26,676,0,2,4,6.269096,1,18,1,0,8.0,12.0
26,676,0,8,64,6.453625,1,12,1,0,12.0,12.0
27,729,1,10,100,6.214608,1,11,1,1,3.0,
34,1156,1,12,144,7.05099,1,16,1,0,,12.0
26,676,0,2,4,6.751101,1,18,1,0,,
28,784,0,10,100,6.1717,1,12,0,0,16.0,12.0
25,625,0,1,1,6.705639,1,18,1,1,12.0,11.0
29,841,0,5,25,6.539586,1,18,1,0,18.0,12.0
33,1089,0,11,121,6.896694,1,16,0,0,12.0,8.0
31,961,0,9,81,6.102559,1,16,1,1,,12.0
34,1156,0,10,100,6.909753,1,18,1,0,16.0,12.0
34,1156,0,10,100,7.123673,1,18,1,0,12.0,12.0
32,1024,0,12,144,6.82546,1,14,0,0,,12.0
28,784,0,10,100,6.347389,1,12,1,0,7.0,8.0
31,961,0,13,169,6.263398,1,12,1,0,6.0,11.0
28,784,0,10,100,7.05099,1,12,1,0,8.0,12.0
24,576,1,6,36,6.173786,1,12,1,0,5.0,10.0
24,576,0,7,49,6.732211,1,11,1,0,,10.0
33,1089,0,13,169,7.245655,1,14,1,0,10.0,10.0
27,729,1,8,64,5.991465,1,13,1,0,,
33,1089,0,15,225,6.565265,1,12,1,0,12.0,8.0
24,576,0,4,16,6.453625,1,14,1,0,10.0,12.0
26,676,0,7,49,5.961005,1,13,1,0,11.0,12.0
26,676,0,8,64,6.533789,1,12,1,0,8.0,10.0
34,1156,0,16,256,6.44572,1,12,1,0,,
34,1156,0,13,169,6.950815,1,15,1,0,12.0,8.0
24,576,0,6,36,6.357842,1,12,1,0,,12.0
25,625,0,7,49,6.214608,1,12,1,0,,12.0
34,1156,0,16,256,6.660575,1,12,0,0,,12.0
26,676,0,7,49,6.357842,1,13,1,0,12.0,11.0
25,625,0,6,36,6.263398,1,13,1,0,12.0,11.0
28,784,0,5,25,5.953243,1,17,1,0,12.0,12.0
29,841,0,11,121,6.437752,1,12,1,0,8.0,
28,784,0,6,36,6.437752,1,16,1,0,11.0,11.0
26,676,0,7,49,6.163315,1,13,1,0,10.0,12.0
25,625,0,5,25,6.490724,1,14,1,0,12.0,12.0
24,576,0,2,4,6.052089,1,16,1,0,12.0,12.0
25,625,0,5,25,6.261492,1,14,1,0,10.0,11.0
26,676,0,8,64,6.437752,0,12,1,0,10.0,10.0
31,961,0,9,81,6.917706,0,16,1,0,9.0,12.0
26,676,0,8,64,6.398595,0,12,1,0,9.0,12.0
27,729,0,9,81,6.694562,0,12,1,0,,11.0
28,784,0,10,100,6.05444,0,12,1,0,7.0,7.0
30,900,0,12,144,6.966024,0,12,1,0,5.0,11.0
26,676,0,8,64,6.025866,0,12,1,0,5.0,11.0
30,900,0,12,144,6.198479,0,12,1,0,,7.0
27,729,0,9,81,5.783825,0,12,1,0,,7.0
28,784,0,10,100,5.616771,0,12,1,0,12.0,7.0
25,625,0,7,49,5.673323,0,12,1,0,8.0,12.0
31,961,0,7,49,6.594413,0,18,1,1,16.0,
26,676,0,6,36,6.190315,0,14,1,1,12.0,12.0
24,576,0,4,16,5.820083,0,14,1,0,12.0,12.0
27,729,0,9,81,6.586172,0,12,1,0,12.0,12.0
25,625,0,6,36,6.086775,0,13,0,0,12.0,12.0
27,729,0,5,25,6.463029,0,16,0,0,8.0,8.0
28,784,0,10,100,5.926926,0,12,1,0,8.0,11.0
25,625,0,7,49,6.175867,0,12,1,0,,
29,841,0,9,81,6.829794,0,14,1,0,10.0,8.0
26,676,0,8,64,6.242223,0,12,1,0,12.0,12.0
33,1089,0,15,225,6.97073,0,12,1,0,10.0,10.0
28,784,0,10,100,6.458338,0,12,1,0,,10.0
32,1024,0,14,196,6.605298,0,12,1,0,9.0,9.0
26,676,0,8,64,6.200509,0,12,1,0,12.0,8.0
24,576,0,8,64,6.476973,0,10,1,1,12.0,9.0
31,961,0,18,324,5.7301,0,7,1,0,5.0,8.0
30,900,0,8,64,6.444131,0,16,1,0,11.0,9.0
28,784,0,9,81,6.013715,0,13,0,0,8.0,12.0
33,1089,0,9,81,6.39693,0,18,1,0,,
28,784,0,10,100,6.613384,0,12,0,0,11.0,12.0
31,961,0,8,64,6.437752,0,17,1,0,,
29,841,0,11,121,6.308098,0,12,0,0,12.0,12.0
24,576,0,3,9,5.786897,0,15,0,0,12.0,12.0
26,676,0,11,121,5.552959,0,9,0,0,7.0,
26,676,0,8,64,6.774224,1,12,1,0,12.0,12.0
25,625,0,7,49,6.459905,1,12,0,0,12.0,12.0
33,1089,0,16,256,6.50279,1,11,0,0,7.0,7.0
29,841,0,9,81,6.222576,1,14,1,1,12.0,12.0
25,625,0,2,4,5.746203,1,17,1,1,12.0,12.0
27,729,0,3,9,6.917706,1,18,1,1,,12.0
33,1089,0,17,289,6.907755,1,10,0,0,8.0,9.0
28,784,0,6,36,6.580639,1,16,0,0,,18.0
27,729,0,9,81,6.665684,1,12,0,0,8.0,8.0
34,1156,0,16,256,6.302619,1,12,0,0,8.0,12.0
25,625,0,7,49,6.719013,1,12,0,0,8.0,8.0
25,625,0,7,49,5.068904,1,12,0,0,10.0,10.0
27,729,0,11,121,6.55108,1,10,0,0,10.0,6.0
28,784,0,9,81,6.580639,1,13,0,0,10.0,12.0
24,576,0,6,36,5.717028,1,12,0,0,10.0,12.0
25,625,0,3,9,6.315358,1,16,1,0,12.0,16.0
26,676,0,6,36,6.295266,1,14,1,1,7.0,6.0
24,576,0,2,4,6.232448,1,16,0,0,12.0,12.0
24,576,0,2,4,5.953243,1,16,0,0,12.0,12.0
32,1024,0,14,196,7.273787,0,12,1,0,10.0,8.0
32,1024,0,10,100,6.778785,0,16,1,0,14.0,14.0
24,576,0,5,25,6.907755,0,13,1,0,16.0,14.0
28,784,0,10,100,6.760415,0,12,0,0,12.0,9.0
27,729,0,9,81,6.60665,0,12,0,0,11.0,12.0
34,1156,0,16,256,6.790097,0,12,0,0,,
29,841,0,8,64,6.126869,0,15,1,0,9.0,10.0
34,1156,0,16,256,6.109248,1,12,1,0,,9.0
34,1156,0,16,256,6.55108,1,12,1,0,,
33,1089,0,13,169,6.612041,1,14,1,0,8.0,12.0
32,1024,0,10,100,6.790097,1,16,1,0,12.0,11.0
32,1024,0,8,64,6.539586,1,18,1,0,12.0,12.0
33,1089,0,9,81,6.403574,1,18,0,0,12.0,12.0
30,900,0,6,36,6.437752,1,18,1,0,,14.0
33,1089,0,13,169,6.614726,1,14,1,0,8.0,12.0
33,1089,0,9,81,6.58755,1,18,1,0,8.0,16.0
30,900,0,12,144,6.327937,1,12,1,0,8.0,10.0
26,676,0,8,64,6.049734,1,12,0,0,12.0,10.0
26,676,0,8,64,5.991465,1,12,0,0,,12.0
26,676,0,6,36,5.521461,1,14,1,0,12.0,12.0
26,676,0,7,49,6.470799,1,13,1,0,8.0,12.0
24,576,0,6,36,6.393591,1,12,1,0,12.0,12.0
27,729,0,9,81,6.907755,1,12,1,0,8.0,8.0
28,784,0,10,100,6.269096,1,12,0,0,12.0,13.0
26,676,0,8,64,6.175867,1,12,0,0,12.0,13.0
33,1089,0,15,225,6.745236,1,12,0,0,6.0,12.0
30,900,0,10,100,6.226537,1,14,0,0,,
29,841,0,11,121,6.238325,1,12,1,0,8.0,8.0
26,676,0,9,81,5.393628,1,11,1,0,,9.0
24,576,0,2,4,5.036952,1,16,1,0,,
31,961,0,13,169,5.480639,1,12,1,0,11.0,12.0
28,784,0,10,100,6.322565,1,12,1,0,11.0,12.0
27,729,0,6,36,6.214608,1,15,1,0,12.0,12.0
26,676,0,4,16,5.918894,1,16,1,0,,
25,625,0,9,81,5.857933,1,10,0,0,8.0,8.0
26,676,0,8,64,6.369901,1,12,0,0,8.0,8.0
26,676,0,7,49,6.244167,1,13,0,0,10.0,12.0
29,841,0,11,121,5.966147,0,12,0,0,,
25,625,0,3,9,5.634789,0,16,0,0,12.0,12.0
33,1089,0,15,225,6.536692,0,12,0,0,,12.0
26,676,0,8,64,5.703783,0,12,0,0,,12.0
27,729,0,4,16,6.453625,0,17,0,0,12.0,13.0
26,676,0,7,49,5.834811,0,13,0,0,12.0,13.0
26,676,0,4,16,6.224558,0,16,0,0,12.0,12.0
24,576,0,5,25,5.874931,0,13,0,0,12.0,12.0
33,1089,0,15,225,5.568345,0,12,0,0,,
32,1024,0,16,256,5.991465,0,10,0,0,,
29,841,0,10,100,6.60665,0,13,0,0,16.0,16.0
34,1156,0,16,256,5.834811,0,12,0,0,8.0,12.0
29,841,0,8,64,5.620401,0,15,0,0,8.0,12.0
24,576,0,9,81,6.056784,0,9,0,0,10.0,12.0
25,625,0,7,49,5.476463,0,12,0,0,12.0,
24,576,0,5,25,5.953243,0,13,0,0,12.0,
29,841,0,11,121,5.857933,0,12,0,0,4.0,8.0
29,841,0,11,121,6.395262,0,12,0,0,,
31,961,0,10,100,6.620073,0,15,1,0,10.0,12.0
33,1089,0,11,121,6.539586,0,16,0,0,12.0,9.0
34,1156,0,16,256,4.990433,0,12,0,0,12.0,14.0
26,676,0,8,64,5.634789,1,12,1,0,12.0,10.0
32,1024,0,8,64,6.645091,1,18,1,0,,7.0
32,1024,0,13,169,6.917706,1,13,1,0,7.0,12.0
26,676,0,6,36,6.248043,1,14,0,0,16.0,14.0
26,676,0,4,16,5.991465,1,16,0,0,16.0,14.0
25,625,0,7,49,5.926926,1,12,0,0,12.0,10.0
31,961,0,13,169,6.390241,1,12,0,0,12.0,10.0
31,961,0,18,324,5.857933,1,7,0,0,,
33,1089,0,16,256,6.033086,1,11,0,0,,
29,841,0,7,49,5.823046,1,16,0,0,,12.0
26,676,0,2,4,6.175867,1,18,0,0,18.0,14.0
28,784,0,10,100,6.214608,1,12,0,0,11.0,11.0
27,729,0,9,81,5.720312,1,12,0,0,,
34,1156,0,18,324,6.109248,1,10,0,0,9.0,
29,841,0,7,49,6.645091,1,16,1,0,14.0,12.0
26,676,0,4,16,6.580639,1,16,1,0,14.0,12.0
29,841,0,10,100,6.907755,1,13,1,0,,9.0
30,900,0,10,100,6.437752,1,14,1,0,12.0,12.0
26,676,0,4,16,6.705639,1,16,1,0,12.0,11.0
34,1156,0,16,256,5.932245,1,12,1,0,8.0,
33,1089,0,15,225,6.562444,1,12,1,0,,
24,576,0,4,16,6.018593,1,14,1,0,12.0,12.0
32,1024,0,13,169,7.199678,1,13,1,0,,
34,1156,0,16,256,6.57368,1,12,0,0,,1.0
32,1024,1,16,256,5.257495,1,10,1,0,,9.0
32,1024,1,10,100,6.680855,1,16,1,0,8.0,
34,1156,1,12,144,6.828712,1,16,1,0,10.0,10.0
26,676,1,5,25,5.480639,1,15,1,0,18.0,16.0
25,625,0,6,36,6.437752,1,13,1,0,12.0,12.0
24,576,0,10,100,6.932448,1,8,1,0,7.0,10.0
28,784,1,10,100,6.22059,1,12,0,1,9.0,11.0
28,784,0,6,36,6.135565,1,16,1,0,8.0,8.0
25,625,0,3,9,6.165418,1,16,0,0,9.0,11.0
26,676,0,5,25,6.214608,1,15,1,1,8.0,13.0
34,1156,0,16,256,6.907755,1,12,0,0,,
34,1156,0,15,225,6.496775,1,13,0,0,,
34,1156,0,13,169,6.561031,1,15,1,0,12.0,12.0
31,961,0,9,81,6.833032,1,16,1,1,,
24,576,0,6,36,5.703783,1,12,0,0,,
27,729,0,6,36,5.899898,1,15,1,0,18.0,12.0
30,900,0,12,144,6.46925,1,12,1,0,,
25,625,0,1,1,6.135565,1,18,0,0,14.0,12.0
33,1089,0,9,81,6.933423,1,18,1,0,8.0,12.0
24,576,0,6,36,6.263398,1,12,1,0,12.0,12.0
29,841,0,5,25,5.926926,1,18,1,0,16.0,16.0
34,1156,0,10,100,7.338238,1,18,1,0,18.0,16.0
33,1089,0,9,81,6.827629,1,18,1,0,18.0,14.0
26,676,0,7,49,6.342122,1,13,1,0,8.0,12.0
25,625,0,5,25,6.39693,1,14,1,0,8.0,12.0
27,729,0,6,36,6.580639,1,15,1,0,17.0,12.0
24,576,0,1,1,7.017506,1,17,1,0,18.0,12.0
27,729,0,7,49,6.568078,1,14,1,0,,8.0
29,841,0,7,49,6.694562,1,16,1,0,,8.0
27,729,0,10,100,6.829794,1,11,1,0,8.0,12.0
25,625,0,10,100,6.309918,1,9,1,0,,
26,676,0,8,64,5.602119,1,12,1,0,,
32,1024,0,19,361,6.725034,1,7,1,0,8.0,11.0
30,900,0,12,144,7.090077,1,12,1,0,7.0,12.0
33,1089,0,13,169,6.364751,1,14,1,0,6.0,8.0
34,1156,1,11,121,6.530878,1,17,1,0,12.0,8.0
32,1024,1,8,64,6.907755,1,18,1,0,12.0,8.0
24,576,1,5,25,6.285998,1,13,1,0,9.0,8.0
28,784,1,10,100,6.536692,1,12,1,0,,11.0
28,784,0,10,100,6.214608,1,12,1,0,12.0,16.0
33,1089,0,14,196,6.620073,1,13,1,0,3.0,12.0
29,841,0,6,36,6.816736,1,17,1,1,8.0,16.0
24,576,0,3,9,6.39693,1,15,1,0,8.0,16.0
24,576,0,2,4,6.357842,1,16,1,0,12.0,12.0
26,676,0,8,64,6.398595,1,12,1,0,8.0,12.0
31,961,0,13,169,6.357842,1,12,1,0,6.0,12.0
32,1024,0,14,196,6.517671,1,12,1,0,,6.0
27,729,1,3,9,6.159095,1,18,1,0,9.0,10.0
24,576,0,4,16,5.857933,1,14,1,0,8.0,12.0
32,1024,0,11,121,6.429719,1,15,1,0,9.0,12.0
24,576,0,2,4,5.934894,1,16,1,0,12.0,12.0
25,625,0,3,9,5.493062,1,16,1,0,16.0,13.0
26,676,0,8,64,6.620073,1,12,1,0,7.0,12.0
30,900,0,6,36,6.089045,1,18,0,0,12.0,14.0
29,841,0,9,81,6.533789,1,14,1,0,12.0,14.0
25,625,0,1,1,6.216606,1,18,0,0,12.0,14.0
29,841,0,11,121,5.991465,1,12,1,0,12.0,12.0
26,676,0,8,64,6.888573,1,12,1,0,12.0,12.0
30,900,0,10,100,6.475433,1,14,1,1,12.0,12.0
32,1024,0,14,196,6.437752,1,12,1,0,,
28,784,1,6,36,6.561031,1,16,1,0,12.0,11.0
29,841,0,11,121,6.949856,1,12,1,0,11.0,12.0
27,729,0,9,81,6.634634,1,12,1,0,8.0,8.0
25,625,0,6,36,6.261492,1,13,0,0,14.0,12.0
27,729,1,8,64,6.35437,1,13,1,0,6.0,6.0
26,676,1,6,36,6.76273,1,14,1,0,,6.0
28,784,1,10,100,6.569481,1,12,1,0,12.0,8.0
27,729,0,5,25,6.511745,1,16,1,0,7.0,8.0
25,625,0,7,49,6.495265,1,12,1,0,7.0,8.0
29,841,0,9,81,6.297109,1,14,1,0,11.0,8.0
25,625,0,6,36,6.263398,1,13,1,0,12.0,12.0
28,784,0,10,100,6.461468,1,12,1,0,,8.0
26,676,0,8,64,5.693732,1,12,1,0,,8.0
33,1089,1,19,361,6.853299,1,8,1,0,,
34,1156,1,16,256,6.214608,1,12,1,0,8.0,9.0
25,625,1,6,36,6.429719,1,13,1,0,5.0,7.0
25,625,1,7,49,5.624018,1,12,1,0,,10.0
26,676,0,10,100,5.480639,1,10,0,1,5.0,8.0
25,625,0,9,81,5.480639,1,10,0,1,5.0,8.0
33,1089,0,15,225,6.135565,1,12,1,0,,
27,729,1,9,81,6.001415,1,12,1,0,,11.0
25,625,1,7,49,6.109248,1,12,1,0,,11.0
24,576,1,6,36,5.521461,1,12,1,0,3.0,2.0
26,676,1,9,81,6.588926,1,11,1,0,,9.0
24,576,1,6,36,6.50279,1,12,1,0,,9.0
28,784,1,10,100,6.869014,1,12,1,0,,6.0
27,729,0,7,49,6.620073,1,14,1,0,,8.0
25,625,0,5,25,6.50279,1,14,1,0,8.0,8.0
34,1156,0,11,121,6.539586,1,17,0,0,8.0,12.0
25,625,1,7,49,6.142037,1,12,1,0,6.0,12.0
30,900,1,12,144,6.463029,1,12,1,0,,
29,841,1,12,144,6.565265,1,11,1,0,,11.0
25,625,1,6,36,6.052089,1,13,1,0,,10.0
27,729,0,9,81,6.725034,1,12,1,0,12.0,12.0
26,676,0,8,64,5.7301,1,12,1,0,12.0,12.0
29,841,0,7,49,6.437752,1,16,1,0,12.0,12.0
32,1024,0,10,100,7.273787,1,16,1,0,13.0,16.0
25,625,0,3,9,6.511745,1,16,1,0,12.0,12.0
28,784,0,5,25,7.204893,1,17,1,0,14.0,14.0
33,1089,0,10,100,5.991465,1,17,1,0,12.0,10.0
34,1156,0,19,361,6.249975,1,9,0,0,12.0,
26,676,0,6,36,6.122493,1,14,1,0,16.0,16.0
33,1089,0,10,100,6.013715,1,17,1,1,12.0,12.0
34,1156,0,10,100,6.326149,1,18,1,0,5.0,9.0
24,576,1,6,36,5.438079,1,12,1,0,10.0,9.0
27,729,0,4,16,6.933423,1,17,1,0,18.0,18.0
27,729,0,9,81,6.986567,1,12,1,0,13.0,13.0
24,576,0,4,16,7.091742,1,14,1,0,13.0,13.0
25,625,0,2,4,5.796058,1,17,0,0,,12.0
27,729,0,3,9,6.175867,1,18,1,0,14.0,14.0
24,576,0,0,0,6.511745,1,18,1,1,14.0,
31,961,0,8,64,7.428333,1,17,1,0,12.0,12.0
34,1156,0,12,144,7.156177,1,16,1,0,12.0,12.0
24,576,0,6,36,6.357842,1,12,1,0,12.0,14.0
27,729,0,3,9,6.095825,1,18,1,0,9.0,9.0
28,784,1,6,36,6.175867,1,16,1,0,,9.0
24,576,1,6,36,6.146329,1,12,1,0,16.0,12.0
31,961,0,19,361,6.504288,1,6,1,0,3.0,3.0
27,729,0,6,36,5.655992,1,15,1,0,12.0,12.0
33,1089,0,9,81,6.357842,1,18,1,0,12.0,12.0
29,841,0,9,81,6.580639,1,14,1,0,12.0,12.0
25,625,0,7,49,6.135565,1,12,1,0,6.0,8.0
25,625,0,4,16,6.620073,1,15,1,0,12.0,10.0
24,576,0,6,36,5.298317,1,12,1,0,6.0,12.0
27,729,0,9,81,6.476973,1,12,1,0,12.0,10.0
28,784,0,4,16,6.175867,1,18,1,0,12.0,11.0
24,576,0,7,49,6.39693,1,11,1,0,9.0,
28,784,0,6,36,6.645091,1,16,1,1,16.0,16.0
27,729,0,4,16,6.652863,1,17,1,0,16.0,16.0
24,576,0,2,4,6.463029,1,16,1,0,16.0,16.0
33,1089,0,13,169,6.961296,1,14,1,0,14.0,10.0
31,961,0,9,81,6.516193,1,16,1,0,14.0,12.0
28,784,0,10,100,6.53814,1,12,1,0,,
30,900,0,7,49,6.869014,1,17,1,0,14.0,12.0
28,784,0,9,81,5.991465,1,13,1,0,14.0,12.0
27,729,0,5,25,6.511745,1,16,1,0,14.0,12.0
34,1156,1,10,100,7.273787,1,18,1,0,10.0,11.0
32,1024,0,8,64,6.270988,1,18,1,0,16.0,10.0
27,729,1,7,49,6.55108,1,14,1,0,9.0,11.0
34,1156,1,20,400,6.514713,1,8,1,0,,4.0
25,625,0,1,1,6.202536,1,18,1,0,8.0,10.0
24,576,0,6,36,6.214608,1,12,1,0,12.0,8.0
24,576,1,2,4,6.109248,1,16,1,0,,
25,625,1,6,36,6.398595,1,13,1,0,,8.0
28,784,1,9,81,6.575076,1,13,1,0,9.0,12.0
29,841,1,11,121,6.35437,1,12,1,0,9.0,10.0
25,625,1,7,49,5.857933,1,12,1,0,9.0,10.0
24,576,1,6,36,5.857933,1,12,1,0,9.0,10.0
29,841,0,7,49,6.466145,1,16,1,0,12.0,12.0
24,576,0,3,9,6.514713,1,15,1,0,10.0,12.0
28,784,0,7,49,6.520621,1,15,1,0,12.0,12.0
27,729,0,9,81,6.280396,1,12,1,0,12.0,9.0
31,961,0,9,81,6.261492,1,16,1,0,12.0,10.0
28,784,0,6,36,6.50279,1,16,1,1,10.0,10.0
26,676,0,6,36,5.913503,1,14,1,0,12.0,
26,676,0,5,25,6.489205,1,15,1,0,12.0,12.0
34,1156,1,16,256,6.55108,1,12,1,0,,
27,729,0,3,9,5.739793,1,18,1,0,9.0,12.0
33,1089,0,18,324,6.734591,1,9,1,0,,9.0
31,961,0,11,121,6.49224,1,14,1,0,10.0,12.0
31,961,0,9,81,6.539586,1,16,1,0,8.0,9.0
28,784,0,7,49,6.357842,1,15,1,0,,7.0
26,676,0,3,9,6.558198,1,17,1,0,9.0,12.0
27,729,0,5,25,5.676754,1,16,1,1,5.0,8.0
26,676,0,7,49,6.620073,1,13,1,0,8.0,11.0
34,1156,0,12,144,7.273787,1,16,1,0,12.0,12.0
33,1089,0,11,121,7.091742,1,16,1,0,16.0,16.0
33,1089,0,12,144,7.379632,1,15,1,1,,8.0
32,1024,0,12,144,6.645091,1,14,1,1,,12.0
31,961,0,9,81,6.240276,1,16,1,0,14.0,16.0
31,961,0,13,169,6.690842,1,12,1,0,,8.0
34,1156,0,11,121,6.869014,1,17,1,0,8.0,8.0
25,625,0,7,49,6.514713,1,12,1,0,16.0,16.0
24,576,0,5,25,5.986452,1,13,1,0,8.0,8.0
33,1089,0,13,169,6.751101,1,14,1,0,12.0,12.0
25,625,1,8,64,6.54103,1,11,1,0,,9.0
24,576,1,7,49,6.463029,1,11,1,0,8.0,9.0
27,729,1,8,64,5.843544,1,13,1,0,10.0,8.0
27,729,1,9,81,6.329721,1,12,1,0,,
24,576,1,6,36,6.527958,1,12,1,0,9.0,11.0
29,841,0,7,49,6.150603,1,16,1,1,16.0,16.0
26,676,0,4,16,5.703783,1,16,1,0,12.0,12.0
25,625,0,1,1,6.511745,1,18,1,0,12.0,9.0
24,576,0,2,4,5.953243,1,16,1,0,12.0,9.0
33,1089,0,11,121,6.694562,1,16,1,0,8.0,6.0
24,576,0,1,1,6.306275,1,17,1,0,12.0,12.0
26,676,0,4,16,6.214608,1,16,1,0,12.0,12.0
29,841,0,10,100,6.588926,1,13,1,0,11.0,12.0
28,784,0,6,36,6.261492,1,16,1,0,11.0,12.0
24,576,1,3,9,6.109248,1,15,1,0,2.0,8.0
28,784,1,10,100,6.626718,1,12,1,0,6.0,8.0
24,576,1,6,36,6.461468,1,12,1,0,11.0,
24,576,1,6,36,5.746203,1,12,1,0,10.0,12.0
29,841,0,11,121,7.261927,1,12,1,0,12.0,12.0
28,784,0,10,100,6.634634,1,12,1,0,11.0,5.0
26,676,0,8,64,6.39693,1,12,1,0,11.0,5.0
32,1024,0,10,100,7.013016,1,16,1,0,12.0,15.0
33,1089,0,11,121,6.637258,1,16,1,0,13.0,17.0
32,1024,0,14,196,6.476973,1,12,1,0,8.0,8.0
27,729,0,7,49,7.051856,1,14,1,0,16.0,16.0
24,576,0,6,36,6.39693,1,12,1,0,9.0,12.0
29,841,0,11,121,6.318968,1,12,1,0,11.0,11.0
28,784,0,11,121,6.297109,1,11,1,0,11.0,11.0
25,625,0,8,64,6.309918,1,11,1,0,11.0,11.0
31,961,0,14,196,6.684612,1,11,1,0,,
26,676,0,9,81,6.907755,1,11,1,0,10.0,11.0
31,961,0,13,169,6.761573,1,12,1,0,13.0,11.0
32,1024,0,13,169,6.418365,1,13,1,0,,6.0
24,576,0,2,4,6.251904,1,16,1,0,12.0,12.0
30,900,1,11,121,6.561031,1,13,1,0,,
26,676,1,7,49,6.706862,1,13,1,0,10.0,10.0
25,625,1,9,81,5.703783,1,10,1,0,10.0,12.0
30,900,0,8,64,6.553934,1,16,1,0,9.0,9.0
34,1156,0,12,144,7.186901,1,16,1,0,,12.0
27,729,1,9,81,5.940171,1,12,1,0,,12.0
26,676,1,9,81,5.991465,1,11,1,0,,
25,625,1,8,64,6.2106,1,11,1,0,,
33,1089,1,17,289,6.496775,1,10,1,0,,11.0
33,1089,1,17,289,6.39693,1,10,1,0,8.0,11.0
32,1024,0,8,64,6.94119,1,18,0,1,16.0,12.0
25,625,0,5,25,6.98379,1,14,1,0,12.0,12.0
24,576,0,0,0,5.991465,1,18,1,1,12.0,12.0
33,1089,0,11,121,6.463029,1,16,1,0,13.0,12.0
32,1024,0,14,196,6.429719,1,12,1,0,,8.0
30,900,0,7,49,6.175867,1,17,1,0,12.0,11.0
33,1089,0,11,121,6.964136,1,16,1,0,8.0,8.0
26,676,0,8,64,6.300786,1,12,1,0,8.0,12.0
26,676,0,6,36,6.666957,1,14,1,0,12.0,12.0
25,625,0,1,1,6.184149,1,18,1,0,12.0,12.0
34,1156,0,14,196,6.582025,1,14,1,0,11.0,11.0
28,784,0,7,49,6.543912,1,15,1,0,12.0,12.0
34,1156,0,13,169,6.308098,1,15,1,0,12.0,12.0
32,1024,0,11,121,6.675823,1,15,1,0,15.0,12.0
33,1089,0,11,121,7.561642,1,16,1,1,18.0,16.0
33,1089,0,12,144,6.675823,1,15,1,0,12.0,12.0
28,784,0,7,49,6.802395,1,15,1,0,,
32,1024,0,12,144,6.483108,1,14,1,0,8.0,8.0
27,729,0,9,81,6.240276,1,12,1,0,12.0,12.0
29,841,0,9,81,5.950643,1,14,1,0,,12.0
27,729,0,5,25,6.214608,1,16,0,1,16.0,16.0
25,625,0,4,16,6.398595,1,15,1,0,12.0,11.0
27,729,0,9,81,6.082219,1,12,1,0,12.0,12.0
25,625,0,7,49,6.214608,1,12,1,0,12.0,12.0
33,1089,0,9,81,7.142036,1,18,1,0,,18.0
26,676,0,6,36,6.616065,1,14,1,1,12.0,14.0
27,729,0,7,49,6.240276,1,14,1,0,12.0,12.0
33,1089,0,15,225,6.55108,1,12,1,1,,
29,841,0,7,49,6.510258,1,16,1,0,14.0,12.0
30,900,0,7,49,6.890609,1,17,1,0,,
29,841,0,10,100,5.393628,1,13,0,0,12.0,12.0
33,1089,0,9,81,7.091742,1,18,1,0,12.0,12.0
30,900,0,12,144,6.50279,1,12,0,0,12.0,12.0
28,784,1,8,64,6.731018,1,14,1,0,,
25,625,0,4,16,6.095825,1,15,1,0,12.0,12.0
25,625,0,7,49,6.297109,1,12,1,0,10.0,12.0
30,900,0,10,100,6.224558,1,14,1,1,12.0,12.0
31,961,0,13,169,6.680855,1,12,0,0,,
24,576,0,9,81,5.877736,1,9,1,0,10.0,8.0
27,729,0,9,81,6.214608,1,12,1,0,12.0,8.0
34,1156,0,16,256,6.869014,1,12,1,0,,8.0
28,784,0,11,121,5.857933,1,11,1,0,6.0,5.0
24,576,0,3,9,5.746203,1,15,1,0,6.0,5.0
24,576,0,2,4,4.762174,1,16,1,1,17.0,13.0
33,1089,0,15,225,6.58755,1,12,1,0,10.0,8.0
33,1089,1,14,196,6.284134,1,13,1,0,,11.0
26,676,1,7,49,6.276643,1,13,1,1,12.0,12.0
28,784,1,5,25,6.059123,1,17,1,1,,
34,1156,0,12,144,6.997596,1,16,1,0,15.0,13.0
33,1089,0,15,225,7.562681,1,12,1,0,,9.0
32,1024,0,8,64,6.745236,1,18,1,1,10.0,12.0
24,576,0,6,36,5.899898,1,12,1,0,11.0,11.0
26,676,0,4,16,6.161207,1,16,1,0,12.0,8.0
26,676,0,7,49,6.486161,1,13,1,0,11.0,10.0
25,625,0,7,49,6.086775,1,12,1,0,11.0,10.0
25,625,0,5,25,6.135565,1,14,1,0,10.0,11.0
28,784,0,6,36,6.511745,0,16,1,0,9.0,
24,576,0,6,36,7.047517,0,12,1,0,12.0,12.0
